"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"1506","Learn Quran with Elif Ba","FAMILY",3,100,"1","4+","Education",12000,4.6,2.3,"2017"
"1507","Arabic Alif Ba Ta For Kids","FAMILY",226,100000,"0","4+","Education",26000,4.5,2.3,"2017"
"1508","Arabic Alphabet Alif Ba Ta Wooden Blocks","FAMILY",65.9999999999998,10000,"0","4+","Educational",17000,4.6,2.3,"2018"
"1509","Let's Learn Alif Ba Ta","FAMILY",32,10000,"0","4+","Education",41465.92,4.6,4,"2017"
"1510","Sufara.ba","FAMILY",285,10000,"0","4+","Education",25000,4.9,4.4,"2018"
"1511","Elif Ba - Learn The Holy Quran","FAMILY",1491,50000,"0","4+","Education",38000,4.8,4.1,"2017"
"1512","Instant Ba-dum-tss","FAMILY",13,1000,"0","4+","Entertainment",2000,4,1.6,"2015"
"1513","BA VPN - Free Unlimited VPN","FAMILY",181,10000,"0","4+","Entertainment",9200,4.1,5,"2018"
"1514","Alif Ba Ta Song - Arabic Kids","FAMILY",227,50000,"0","4+","Educational",15000,4.5,2.3,"2018"
"1515","Poteau BA","FAMILY",3,500,"0","4+","Education",4000,4.8,5,"2017"
"1516","Ain Arabic Kids Alif Ba ta","FAMILY",0,0,"1","4+","Education",33000,4.3,3,"2016"
"1517","Bedouin Rivals","FAMILY",6673.4316,396371.74,"0","9+","Strategy",28000,4.2,4.1,"2018"
"1518","Banana Kong","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.4,4,"2018"
"1519","Elifba Quran Learning Game","FAMILY",1424,100000,"0","4+","Educational",19000,4.7,4.1,"2018"
"1520","Space Shooter : Galaxy Attack","GAME",6673.4316,396371.74,"0","4+","Arcade",40000,4.6,4.1,"2018"
"1521","Survival Mobile:10,000 BC","FAMILY",6673.4316,396371.74,"0","9+","Strategy",41465.92,4.3,2.3,"2018"
"1522","BC Connect","FAMILY",11,1000,"0","4+","Education",17000,3.8,4.1,"2018"
"1523","Ice Crush 10.000 B.C.","FAMILY",31,100,"1","4+","Casual",4200,4.4,2,"2013"
"1524","BC Navigator","FAMILY",21,1000,"0","4+","Education",32000,4.4,4,"2018"
"1525","BC Lotto Check","FAMILY",10,5000,"0","4+","Entertainment",717,3,4,"2016"
"1526","Bridge Constructor Stunts FREE","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.1,3.2,"2017"
"1527","BC Slots - The Lost Reels FREE","GAME",209,10000,"0","12+","Casino",22000,4,4,"2018"
"1528","Car Driving Theory Test BC","FAMILY",0,10,"1","4+","Education",2200,4.4,2.1,"2012"
"1529","Truck Driving Test Class 3 BC","FAMILY",1,50,"1","4+","Education",2000,1,2.1,"2012"
"1530","BC Wildflowers","FAMILY",7,1000,"0","4+","Education",41465.92,4.4,4.1,"2017"
"1531","British Columbia License","FAMILY",13.9999999999998,1000,"0","4+","Education",11000,3.3,4,"2015"
"1532","AP Calculus BC Practice Test","FAMILY",4.00000000000023,500,"0","4+","Education",29000,4.2,4.4,"2018"
"1533","Railroad Radio Vancouver BC","FAMILY",4.00000000000023,100,"0","12+","Entertainment",1700,5,2.2,"2015"
"1534","AP Calculus BC: Practice Tests and Flashcards","FAMILY",5,1000,"0","4+","Education",5400,3.6,4.1,"2018"
"1535","Bridge Constructor Playground FREE","FAMILY",6673.4316,396371.74,"0","4+","Simulation",30000,3.9,4,"2017"
"1536","BDCast - Bangla Live TV,Radio","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",31000,4.4,4.1,"2018"
"1537","Jagobd - Bangla TV(Official)","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",4000,4.3,4,"2017"
"1538","বাংলা টিভি প্রো BD Bangla TV","FAMILY",193,10000,"0","4+","Entertainment",14000,4.3,4,"2017"
"1539","BD Radio TV Free List","FAMILY",539,50000,"0","4+","Entertainment",13000,4.3,4.2,"2018"
"1540","BD Simplist Through Their Eyes","FAMILY",1,10,"0","4+","Simulation",38000,2.9,4.1,"2015"
"1541","BD Earn Pro","FAMILY",540,10000,"0","4+","Entertainment",3200,4.2,4.1,"2018"
"1542","BD TYCOON","FAMILY",16,500,"0","4+","Simulation",33000,3.3,4.1,"2017"
"1543","BD Sports Box & TV","FAMILY",5,500,"0","4+","Entertainment",3300,4.2,4,"2018"
"1544","BD All Results","FAMILY",205,50000,"0","4+","Education",7300,4.1,4,"2017"
"1545","BD Online Passport Application","FAMILY",12,5000,"0","4+","Education",2400,4.6,4,"2017"
"1546","Live Radio BD","FAMILY",69,10000,"0","4+","Entertainment",3500,4.2,4,"2015"
"1547","BD Hospital's","FAMILY",12,100,"0","4+","Education",2300,4.7,3,"2015"
"1548","Rabbithole","FAMILY",3347,100000,"0","4+","Entertainment",15000,3.5,4.4,"2018"
"1549","Educationboard Results BD","FAMILY",983,100000,"0","4+","Education",7200,4,4,"2018"
"1550","Exam Result BD","FAMILY",2,500,"0","4+","Education",2600,5,3.2,"2017"
"1551","Millionaire : Who want to be?","GAME",4396,100000,"0","4+","Trivia",40000,4.4,2.3,"2017"
"1552","Be My Princess: PARTY","FAMILY",6673.4316,100000,"0","12+","Simulation",21000,4.4,4,"2016"
"1553","Be My Princess 2","FAMILY",2806,100000,"0","12+","Entertainment",27000,4.3,2.3,"2018"
"1554","Millionaire Quiz Free: Be Rich","FAMILY",6673.4316,396371.74,"0","4+","Casual",6800,3.8,4,"2018"
"1555","Be My Princess","FAMILY",3103,100000,"0","12+","Entertainment",8800,4.2,2.2,"2017"
"1556","Fat No More - Be the Biggest Loser in the Gym!","FAMILY",6673.4316,396371.74,"0","4+","Casual",38000,3.8,4.1,"2018"
"1557","Be Like Bill - Maker","FAMILY",18,1000,"0","4+","Entertainment",1700,4.3,3.2,"2016"
"1558","Hair Salon - Fun Games","FAMILY",6673.4316,396371.74,"0","12+","Casual",27000,3.8,4,"2018"
"1559","Be like Bill Generator","FAMILY",67,5000,"0","12+","Entertainment",6500,4.2,4,"2016"
"1560","Star Girl - Fashion, Makeup & Dress Up","FAMILY",6673.4316,396371.74,"0","12+","Casual",41465.92,4.3,4,"2018"
"1561","Be Like Bro - Compilation","FAMILY",146,10000,"0","12+","Entertainment",3900,4.4,4.1,"2018"
"1562","Bowmasters","GAME",6673.4316,396371.74,"0","12+","Action",15000,4.7,4.1,"2018"
"1563","The Sims™ Mobile","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.5,4.1,"2018"
"1564","Beauty Idol: Fashion Queen","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.3,4,"2017"
"1565","OK K.O.! Lakewood Plaza Turbo","FAMILY",6673.4316,396371.74,"0","9+","Action",24000,4.5,4,"2017"
"1566","Hard Time (Prison Sim)","GAME",6673.4316,396371.74,"0","12+","Adventure",41000,4.3,4,"2018"
"1567","She Will Be Loved Lyrics","FAMILY",2,100,"0","4+","Entertainment",705,5,2.1,"2016"
"1568","Nick","FAMILY",6673.4316,396371.74,"0","9+","Entertainment",25000,4.2,4.4,"2018"
"1569","Battlefield™ Companion","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4,4,"2016"
"1570","Wolf of the BF:Commando MOBILE","GAME",32,1000,"1","9+","Arcade",27000,3.4,4,"2017"
"1571","BF at Sea Refueled","GAME",1849,10000,"0","4+","Board",37000,4.4,2.3,"2015"
"1572","BF Movies Fun","FAMILY",63,10000,"0","12+","Entertainment",3700,3.8,2.3,"2018"
"1573","BF games","FAMILY",262,50000,"0","4+","Puzzle",29000,4.1,4,"2017"
"1574","BF 3d Wallpapers","FAMILY",256,100000,"0","12+","Entertainment",2500,4.1,3,"2015"
"1575","Hot Bhojpuri Video songs","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",6300,4.1,4,"2018"
"1576","Bullet Force","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,4.2,"2018"
"1577","GF - BF Chat Stories - Hindi English Convesation","FAMILY",32,10000,"0","4+","Education",4100,4.1,4.1,"2018"
"1578","BF 4 Guns","FAMILY",1542,50000,"0","4+","Entertainment",13000,4,3,"2015"
"1579","My Virtual Boyfriend","FAMILY",105,1000,"1","12+","Casual",41465.92,4.3,2.3,"2017"
"1580","Sexy Hot Detector Prank","FAMILY",6673.4316,396371.74,"0","4+","Casual",2700,3.9,4.1,"2018"
"1581","BF Combat: Genesis","GAME",3322,100000,"0","17+","Action",41465.92,4,2.3,"2017"
"1582","Combat BF: Black Ops 3","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.2,2.3,"2017"
"1583","BF Beautiful Nature","FAMILY",5,1000,"0","17+","Entertainment",2500,3.6,3,"2015"
"1584","BF 3d Images","FAMILY",18.9999999999998,1000,"0","12+","Entertainment",2500,4.3,3,"2015"
"1585","Jigsaw Puzzles Bus Scania BF","FAMILY",3,1000,"0","12+","Puzzle",6600,4.2,4,"2016"
"1586","BF 3d View Wallpapers","FAMILY",4.00000000000023,1000,"0","12+","Entertainment",2500,3.5,3,"2015"
"1587","Hot Bhojpuri Video Song 2018 - Free Movies","FAMILY",447,100000,"0","17+","Entertainment",3700,4.4,4.2,"2018"
"1588","Body Scanner xray Real Camera Prank Entertaintment","FAMILY",17,5000,"0","4+","Entertainment",4600,2.6,2.3,"2018"
"1589","BF Frontline City","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4.1,2.3,"2017"
"1590","BF Abstract 3d Pictures","FAMILY",72,10000,"0","12+","Entertainment",2500,4.2,3,"2015"
"1591","Random Love (BF)","FAMILY",3,50,"0","4+","Entertainment",10000,3.7,2.2,"2015"
"1592","Virtual Boyfriend Chat","FAMILY",407,50000,"0","17+","Entertainment",306,2.4,2.2,"2017"
"1593","Talking Boyfriend","FAMILY",1073,100000,"0","4+","Entertainment",2800,2.9,2.3,"2016"
"1594","Faketalk - Chatbot","GAME",6673.4316,396371.74,"0","12+","Word",8100,4.2,2.3,"2018"
"1595","BG TV App","FAMILY",6,100,"0","4+","Entertainment",2900,1.7,4.1,"2017"
"1596","Bg TV Online","FAMILY",50,10000,"0","4+","Entertainment",2800,2.3,4.1,"2017"
"1597","BG TV Stations","FAMILY",0,100,"0","4+","Entertainment",2900,2.4,4.1,"2018"
"1598","BG TV Program","FAMILY",1,100,"0","4+","Entertainment",2800,4.2,4.1,"2018"
"1599","BG Cable TV","FAMILY",5,1000,"0","4+","Entertainment",2800,4.2,4.1,"2018"
"1600","BG Future School","FAMILY",16,100,"0","4+","Education",10000,4.9,4,"2017"
"1601","BG Television","FAMILY",3,500,"0","4+","Entertainment",2800,4.3,4.1,"2017"
"1602","Block Gun 3D: Call of Destiny","GAME",6673.4316,396371.74,"0","12+","Action",20000,3.7,2.3,"2017"
"1603","Bg Radios - Bulgarian radio stations online","FAMILY",8,1000,"0","4+","Entertainment",13000,4.3,4.1,"2018"
"1604","BLOOD & GLORY: IMMORTALS","GAME",6673.4316,396371.74,"0","12+","Action",11000,4.3,3,"2015"
"1605","Baldur's Gate: Enhanced Edition","FAMILY",6673.4316,100000,"1","12+","Role Playing",7800,4.5,3,"2015"
"1606","Shadow Fight 2 Special Edition","GAME",6673.4316,50000,"1","12+","Action",41465.92,4.5,4.1,"2018"
"1607","Block Gun 3D: Ghost Ops","GAME",6673.4316,396371.74,"0","12+","Action",21000,3.9,2.3,"2018"
"1608","BG Blurry HD Wallpapers","FAMILY",1,10,"0","4+","Entertainment",5100,4.7,4,"2018"
"1609","Backgammon NJ for Android","GAME",1644,10000,"1","4+","Board",15000,4.4,2.3,"2017"
"1610","CSCS BG (в български)","FAMILY",7,100,"1","4+","Education",2100,2.4,4,"2017"
"1611","LEGO ® Batman: Beyond Gotham","FAMILY",6673.4316,100000,"1","9+","Adventure",8000,4.1,4,"2015"
"1612","Baldur's Gate II","FAMILY",5442,50000,"1","12+","Role Playing",16000,4.3,3,"2018"
"1613","Rento - Dice Board Game Online","GAME",6673.4316,396371.74,"0","4+","Board",41465.92,4.3,4.1,"2018"
"1614","Learn Bulgarian Free","FAMILY",3049,50000,"0","4+","Education",22000,4.7,4.1,"2018"
"1615","Survival Run with Bear Grylls","GAME",6673.4316,396371.74,"0","4+","Action",23000,4.2,4,"2018"
"1616","VIP Backgammon Free : Play Backgammon Online","GAME",389,10000,"0","12+","Board",5900,4.1,4,"2018"
"1617","CINEMA.BH","FAMILY",11,1000,"0","4+","Entertainment",16000,3.9,4.2,"2018"
"1618","Radio Belo Horizonte","FAMILY",0,10,"0","17+","Entertainment",4300,4.2,4,"2018"
"1619","Bh Public School","FAMILY",2,10,"0","4+","Education",8700,5,4,"2018"
"1620","Comunidad BH","FAMILY",23,1000,"0","4+","Entertainment",4800,3.4,2.3,"2016"
"1621","BH Challenge - Museum of the Jewish People","FAMILY",12,1000,"0","4+","Education",28000,4.8,4.2,"2018"
"1622","Battleheart Legacy","FAMILY",6673.4316,50000,"1","12+","Role Playing",7400,4.6,4.1,"2014"
"1623","Out of Bounds BH Demo","GAME",3,10,"0","4+","Action",14000,4.3,2.3,"2015"
"1624","EduNAV.BH","FAMILY",3,50,"0","4+","Education",3800,3.9,4.3,"2018"
"1625","Bitmoji – Your Personal Emoji","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",5900,4.6,4.3,"2018"
"1626","Bi-Tank Ads Free","GAME",0,1,"1","4+","Arcade",4600,4.2,4.1,"2017"
"1627","Business Intelligence & Data","FAMILY",7,1000,"0","4+","Education",3500,4.9,2,"2016"
"1628","Power BI Ultimate Orientation","FAMILY",12,5000,"0","4+","Education",8100,4.3,4,"2017"
"1629","Bi-Tank","GAME",12,50,"0","4+","Arcade",18000,4.6,4.1,"2017"
"1630","TED","FAMILY",6673.4316,396371.74,"0","9+","Education",18000,4.6,4.1,"2018"
"1631","Learn English Vocabulary - 6,000 Words","FAMILY",6673.4316,396371.74,"0","4+","Education",41465.92,4.5,4.1,"2018"
"1632","Bike Rivals","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.2,2.3,"2015"
"1633","Bingo Party - Free Bingo Games","GAME",6673.4316,396371.74,"0","12+","Board",41465.92,4.7,4,"2018"
"1634","Little Big City 2","FAMILY",6673.4316,396371.74,"0","4+","Casual",30000,4.4,4,"2018"
"1635","English Grammar Test","FAMILY",6673.4316,396371.74,"0","4+","Education",2600,4.6,4,"2018"
"1636","BJ's Bingo & Gaming Casino","GAME",501,10000,"0","12+","Casino",41465.92,4.5,4.3,"2018"
"1637","BJ-UFO","FAMILY",226,50000,"0","4+","Casual",25000,3.6,4,"2018"
"1638","BJ Bridge Pro 2018","GAME",17,500,"1","4+","Card",4800,4.4,4,"2018"
"1639","BJ Bridge Free (2018)","GAME",20,10000,"0","4+","Card",4800,3.9,4,"2018"
"1640","BJ & Jamie","FAMILY",13,100,"0","4+","Entertainment",17000,3.9,2.3,"2015"
"1641","BJ-FPV","FAMILY",16,1000,"0","4+","Casual",26000,4.2,4.4,"2018"
"1642","BJ Bridge Acol Beginner 2018","GAME",11,5000,"0","4+","Card",4800,3.7,4,"2018"
"1643","BJ Bridge Standard American 2018","GAME",1,1000,"0","4+","Card",4900,1,4,"2018"
"1644","BJ Strategy Tester","GAME",1,100,"0","4+","Casino",8800,4.2,2.3,"2015"
"1645","Eating Show - Food BJ","FAMILY",103,10000,"0","4+","Simulation",36000,4.4,4.1,"2017"
"1646","Cards Casino:Video Poker & BJ","GAME",325,10000,"0","12+","Casino",23000,4.7,2.3,"2015"
"1647","DJ Music Pad","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",5100,3.6,4,"2018"
"1648","BJ-DRONE","FAMILY",1,100,"0","4+","Entertainment",23000,4,4,"2018"
"1649","Real Casino:Slot,Keno,BJ,Poker","GAME",341,50000,"0","12+","Casino",26000,4.1,4,"2016"
"1650","Basic Strategy Training BJ 21","GAME",0,500,"0","12+","Casino",23000,4.9,2.3,"2016"
"1651","HON. B.J. ACS COLLEGE ALE","FAMILY",3,100,"0","17+","Education",1800,5,4.3,"2016"
"1652","BJ card game blackjack","GAME",3,500,"0","12+","Card",21000,2.8,2.3,"2016"
"1653","BJ's Community SoundBoard","FAMILY",0,5,"0","12+","Entertainment",29000,3.6,4.4,"2018"
"1654","Real DJ Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4,4.1,"2018"
"1655","BLACKJACK!","GAME",6673.4316,396371.74,"0","12+","Casino",33000,4.4,2.3,"2016"
"1656","Blackjack Verite Drills","GAME",17,100,"1","12+","Casino",4700,4.6,3,"2017"
"1657","Blackjack","GAME",6673.4316,396371.74,"0","12+","Casino",6000,4.3,2.3,"2017"
"1658","3D DJ – DJ Mixer 2018","FAMILY",6333,396371.74,"0","4+","Entertainment",30000,4.3,5,"2018"
"1659","Phonics Puzzles","FAMILY",4.00000000000023,100,"1","4+","Educational",41465.92,3.8,2.3,"2016"
"1660","Spider grinder in screen funny","FAMILY",956,100000,"0","12+","Entertainment",10000,4.1,2.2,"2016"
"1661","KISW 99.9 FM SEATTLE","FAMILY",1469,100000,"0","4+","Entertainment",5200,4,2.3,"2018"
"1662","BlackJack -21 Casino Card Game","GAME",2066,100000,"0","12+","Casino",25000,4.7,4,"2018"
"1663","BlackJack 21 Pro","GAME",6673.4316,396371.74,"0","12+","Casino",41465.92,4.5,4,"2018"
"1664","Ultimate BlackJack 3D FREE","GAME",1686,100000,"0","12+","Casino",4600,4.1,2.3,"2015"
"1665","BK Video Status","FAMILY",13,100,"0","4+","Entertainment",2100,5,4.4,"2018"
"1666","Korean English Translator","FAMILY",634,100000,"0","4+","Education",1800,4.4,2.3,"2017"
"1667","Audio Murli Glossary For BK","FAMILY",39,1000,"0","4+","Education",20000,4.7,4,"2016"
"1668","BK Dinos","FAMILY",30,5000,"0","4+","Entertainment",41465.92,4.4,4,"2018"
"1669","Make a burger king","FAMILY",125,10000,"0","4+","Casual",17000,3.8,4,"2017"
"1670","King Burger Dash","FAMILY",445,50000,"0","4+","Casual",12000,3.6,2.2,"2015"
"1671","Baba Yaad Hai?(BK's)","FAMILY",160,10000,"0","4+","Entertainment",13000,4.8,2.3,"2017"
"1672","Burger King Foot Lettuce","FAMILY",150,10000,"0","4+","Entertainment",5900,4.4,4,"2018"
"1673","BK murli today (Mobile Murli) - Gyan","FAMILY",100,5000,"0","4+","Education",4500,4.8,4.4,"2018"
"1674","BK Murli Dictionary (H to E)","FAMILY",106,10000,"0","4+","Education",3900,4.6,2.2,"2016"
"1675","BkEmu - BK-0010/11M emulator","FAMILY",222,10000,"0","4+","Entertainment",1400,4.6,2.1,"2016"
"1676","Red Embrace (BL/Yaoi Game)","FAMILY",616,10000,"0","12+","Casual",25000,4.3,2.3,"2018"
"1677","Blood Domination - BL Game","GAME",415,10000,"0","17+","Adventure",41465.92,4.5,4.1,"2018"
"1678","Yaoi Ooku: Distorted Love","FAMILY",2614,100000,"0","17+","Simulation",6300,4,2.2,"2015"
"1679","Yaoi Novels - Shounen ai Book&fiction","FAMILY",304,10000,"0","12+","Entertainment",4700,3.2,4,"2018"
"1680","Cerulean Heart","FAMILY",2683,10000,"0","17+","Simulation",25000,4.6,4,"2018"
"1681","BL 女性向け恋愛ゲーム◆俺プリクロス","FAMILY",3379,100000,"0","17+","Simulation",41465.92,4.2,2.3,"2017"
"1682","Heirs & Graces","GAME",125,5000,"0","12+","Adventure",41465.92,4.3,2.3,"2016"
"1683","Gaydorado","FAMILY",6673.4316,100000,"0","12+","Role Playing",41465.92,3.9,4,"2018"
"1684","Chess of Blades (BL/Yaoi Game) (No VA)","FAMILY",4.00000000000023,10,"1","12+","Casual",23000,4.8,2.3,"2018"
"1685","SecondSecret ‐「恋を読む」BLノベルゲーム‐","GAME",1563,50000,"0","12+","Adventure",40000,4.4,4,"2017"
"1686","Lust in Terror Manor - The Truth Unveiled | Otome","GAME",355,10000,"0","12+","Adventure",41465.92,4.1,4.1,"2018"
"1687","BL 女性向け恋愛ゲーム◆ごくメン","FAMILY",1901,100000,"0","17+","Simulation",8200,4.2,2.3,"2016"
"1688","あなカレ【BL】無料ゲーム","FAMILY",6073,100000,"0","17+","Simulation",8500,4.7,2.3,"2018"
"1689","Chess of Blades (Demo)","FAMILY",45,1000,"0","12+","Casual",23000,4.2,2.3,"2018"
"1690","OTOME of Ikemen cafe","FAMILY",1318,50000,"0","12+","Simulation",24000,4.5,4.1,"2018"
"1691","Skill Tree - BL Pre Sequel","FAMILY",855,10000,"0","12+","Entertainment",7000,4.3,2.3,"2016"
"1692","MEGA MAN MOBILE","GAME",267,10000,"1","4+","Action",40000,4,4,"2017"
"1693","BL!TZ - Endless","GAME",21,100,"0","4+","Arcade",9000,4.7,4,"2017"
"1694","BL-ED: From BLUE to RED","GAME",3,10,"0","4+","Arcade",2900,3.5,4.4,"2016"
"1695","Teen Patti by BL Games","GAME",496,100000,"0","12+","Card",39000,4.1,2.3,"2017"
"1696","Bm","FAMILY",1,100,"0","4+","Puzzle",1700,4.3,4,"2016"
"1697","BM SPM Practice","FAMILY",6,1000,"0","4+","Education",9200,5,4.1,"2018"
"1698","RIV-BM FPV","FAMILY",0,10,"0","4+","Entertainment",26000,4.5,2.2,"2017"
"1699","På sporet ABC (BM)","FAMILY",2,1000,"0","4+","Educational",28000,4,4,"2016"
"1700","Word Hunt","GAME",59,500,"0","4+","Word",21000,4.9,4.4,"2018"
"1701","Radio BN","FAMILY",53,5000,"0","4+","Entertainment",4200,4.2,4.4,"2018"
"1702","Yuzu eReader","FAMILY",250,50000,"0","4+","Education",811,1.9,4.4,"2018"
"1703","New York Mysteries (Full)","GAME",514,5000,"1","12+","Adventure",5900,4.5,4,"2018"
"1704","The Legacy (Full)","GAME",144,1000,"1","4+","Adventure",6300,4.6,4,"2018"
"1705","Skip-Bo™","GAME",6673.4316,100000,"1","4+","Card",41465.92,4.4,4.1,"2018"
"1706","Skip-Bo™ Free","GAME",6673.4316,396371.74,"0","4+","Card",41465.92,3.5,4.1,"2018"
"1707","Beck & Bo: Toddler First Words","FAMILY",41.0000000000002,1000,"1","4+","Education",7900,4.3,4,"2018"
"1708","Bubble Bo-Bo","FAMILY",65,10000,"0","4+","Casual",24000,4.5,4,"2018"
"1709","Boom Beach","FAMILY",6673.4316,396371.74,"0","9+","Strategy",41465.92,4.5,4,"2018"
"1710","Red Ball 4","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.4,4,"2017"
"1711","Bo's Bedtime Story","FAMILY",13,1000,"1","4+","Education",23000,4.2,4,"2017"
"1712","Skater Boy","GAME",6673.4316,396371.74,"0","4+","Arcade",12000,4.3,4.1,"2017"
"1713","Sic Bo","GAME",1,100,"1","12+","Card",11000,4.4,2.2,"2013"
"1714","Casual Sic Bo (骰寶)","FAMILY",3,500,"0","12+","Casual",2200,4,5,"2018"
"1715","Sic Bo Online! Free Casino","GAME",488,100000,"0","12+","Casino",30000,3.8,2.3,"2016"
"1716","Dr.Dice - Sic bo analyzer","FAMILY",2,10,"1","4+","Entertainment",8500,4.2,4,"2016"
"1717","Bo's Matching Game","FAMILY",3,1000,"1","4+","Education",19000,4.3,4,"2017"
"1718","Hambo","GAME",6673.4316,396371.74,"0","4+","Action",17000,4.4,2.1,"2015"
"1719","HBO GO: Stream with TV Package","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",32000,3.8,4.1,"2018"
"1720","Sic Bo Rave","GAME",164,10000,"0","12+","Card",33000,3.9,2.3,"2013"
"1721","Thai Sic Bo","GAME",6673.4316,396371.74,"0","12+","Casino",4200,4.1,4,"2017"
"1722","Bo's Dinnertime Story","FAMILY",6,1000,"1","4+","Education",33000,4.3,4,"2017"
"1723","Bo's School Day","FAMILY",10,1000,"1","4+","Education",30000,4.7,4,"2017"
"1724","Bounce Classic","GAME",6673.4316,396371.74,"0","4+","Arcade",6400,4.5,4,"2018"
"1725","Habbo - Virtual World","FAMILY",6673.4316,396371.74,"0","12+","Role Playing",28000,3.8,4.2,"2018"
"1726","Bomber Friends","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.5,4,"2018"
"1727","Sic Bo (Tai Xiu) - Multiplayer Casino","GAME",152,10000,"0","12+","Casino",16000,4.2,4.1,"2018"
"1728","Power Spheres by BoBoiBoy","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.3,4,"2018"
"1729","Township","FAMILY",6673.4316,396371.74,"0","4+","Casual",17000,4.6,4,"2018"
"1730","Hungry Shark World","GAME",6673.4316,396371.74,"0","12+","Action",27000,4.5,4.2,"2018"
"1731","Go-Go-Goat! Free Game","FAMILY",6673.4316,396371.74,"0","4+","Arcade",23000,4.5,2.3,"2016"
"1732","Blood Pressure Info","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",7900,3.9,4,"2018"
"1733","BP-Tech","FAMILY",12,1000,"0","4+","Casual",13000,3.2,4,"2018"
"1734","Blood Pressure Diary","FAMILY",47,5000,"0","4+","Simulation",3300,4.6,4,"2018"
"1735","BP Scanner Prank","FAMILY",157,50000,"0","4+","Entertainment",7000,4.1,4,"2016"
"1736","BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች","GAME",191,5000,"0","4+","Trivia",7200,4.7,4.1,"2018"
"1737","RoboPad","FAMILY",41.0000000000002,1000,"0","4+","Education",9200,4.6,2.3,"2017"
"1738","Bono’s Pit Bar-B-Q","FAMILY",3,1000,"0","9+","Entertainment",36000,2.3,2.3,"2018"
"1739","Zowi App","FAMILY",516,50000,"0","4+","Education",21000,4.5,4,"2016"
"1740","RoboPad++","FAMILY",77,10000,"0","4+","Education",10000,4.4,2.3,"2017"
"1741","Left vs Right: Brain Training","FAMILY",6673.4316,396371.74,"0","4+","Educational",30000,4.5,4,"2017"
"1742","Bible Quizzer - The App for Bible Quizzers","FAMILY",0,100,"0","4+","Education",33000,4.2,4.2,"2018"
"1743","Infinity Dungeon VIP","FAMILY",6673.4316,396371.74,"1","9+","Role Playing",41465.92,4.3,2.3,"2018"
"1744","Carros Rebaixados BR","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.3,4.4,"2018"
"1745","Br. Parking - Busy road Parking 3D 2018","FAMILY",41.0000000000002,5000,"0","4+","Simulation",30000,4.5,4.1,"2018"
"1746","Br video editing","FAMILY",1,100,"0","4+","Entertainment",34000,4.8,4.1,"2017"
"1747","TV Guide BR Gold","FAMILY",544,5000,"1","4+","Entertainment",41465.92,4.4,4.1,"2017"
"1748","Tv Br News","FAMILY",4.00000000000023,100,"0","4+","Entertainment",569,3.4,2.3,"2018"
"1749","Br Shafi","FAMILY",1288,10000,"0","4+","Education",26000,4.9,4.1,"2018"
"1750","Texas HoldEm Poker Deluxe (BR)","GAME",1418,10000,"0","12+","Casino",26000,4.5,4,"2018"
"1751","Top BR Chaya Songs","FAMILY",0,10,"0","4+","Entertainment",3800,3.3,4,"2018"
"1752","Companion for Fortnite & Fortnite Battle Royale","FAMILY",2736,100000,"0","4+","Entertainment",33000,4.6,4.1,"2018"
"1753","Brick Breaker BR","GAME",7,5,"0","4+","Arcade",19000,5,4.1,"2018"
"1754","Loteria BR","FAMILY",0,50,"0","4+","Entertainment",1800,4,4,"2017"
"1755","Vlogger Go Viral - Tuber Game","FAMILY",6673.4316,396371.74,"0","4+","Strategy",41465.92,4.8,4.1,"2018"
"1756","B R COACHINGS","FAMILY",1,10,"0","4+","Education",9200,5,4.4,"2018"
"1757","Black Commando | Special Ops | FPS Shooting","GAME",1167,100000,"0","12+","Action",41465.92,4.1,4.1,"2018"
"1758","True Skateboarding Ride Skateboard Game Freestyle","GAME",6673.4316,396371.74,"0","9+","Arcade",31000,3.8,4.1,"2018"
"1759","Bullshit! (Free)","GAME",45,10000,"0","12+","Card",4100,2.4,4.1,"2016"
